location,date,vaccine,total_vaccinations
Switzerland,2021-02-24,Pfizer/BioNTech,415781
Switzerland,2021-02-25,Johnson&Johnson,1
Switzerland,2021-02-25,Moderna,360934
Switzerland,2021-02-25,Pfizer/BioNTech,427852
Switzerland,2021-02-26,Johnson&Johnson,1
Switzerland,2021-02-26,Moderna,376372
Switzerland,2021-02-26,Pfizer/BioNTech,437121
Switzerland,2021-02-27,Johnson&Johnson,1
Switzerland,2021-02-27,Moderna,380542
Switzerland,2021-02-27,Pfizer/BioNTech,439514
Switzerland,2021-02-28,Johnson&Johnson,1
Switzerland,2021-02-28,Moderna,381608
Switzerland,2021-02-28,Pfizer/BioNTech,440442
Switzerland,2021-03-01,Johnson&Johnson,1
Switzerland,2021-03-01,Moderna,394756
Switzerland,2021-03-01,Pfizer/BioNTech,449625
Switzerland,2021-03-02,Johnson&Johnson,1
Switzerland,2021-03-02,Moderna,409332
Switzerland,2021-03-02,Pfizer/BioNTech,460903
Switzerland,2021-03-03,Johnson&Johnson,1
Switzerland,2021-03-03,Moderna,426800
Switzerland,2021-03-03,Pfizer/BioNTech,475246
Switzerland,2021-03-04,Johnson&Johnson,1
Switzerland,2021-03-04,Moderna,445491
Switzerland,2021-03-04,Pfizer/BioNTech,490145
Switzerland,2021-03-05,Johnson&Johnson,1
Switzerland,2021-03-05,Moderna,461201
Switzerland,2021-03-05,Pfizer/BioNTech,503662
Switzerland,2021-03-06,Johnson&Johnson,1
Switzerland,2021-03-06,Moderna,464825
Switzerland,2021-03-06,Pfizer/BioNTech,506324
Switzerland,2021-03-07,Johnson&Johnson,1
Switzerland,2021-03-07,Moderna,465651
Switzerland,2021-03-07,Pfizer/BioNTech,507459
Switzerland,2021-03-08,Johnson&Johnson,2
Switzerland,2021-03-08,Moderna,476988
Switzerland,2021-03-08,Pfizer/BioNTech,519529
Switzerland,2021-03-09,Johnson&Johnson,2
Switzerland,2021-03-09,Moderna,492454
Switzerland,2021-03-09,Pfizer/BioNTech,534528
Switzerland,2021-03-10,Johnson&Johnson,2
Switzerland,2021-03-10,Moderna,507570
Switzerland,2021-03-10,Pfizer/BioNTech,549647
Switzerland,2021-03-11,Johnson&Johnson,2
Switzerland,2021-03-11,Moderna,523843
Switzerland,2021-03-11,Pfizer/BioNTech,565597
Switzerland,2021-03-12,Johnson&Johnson,2
Switzerland,2021-03-12,Moderna,537309
Switzerland,2021-03-12,Pfizer/BioNTech,579701
Switzerland,2021-03-13,Johnson&Johnson,2
Switzerland,2021-03-13,Moderna,541479
Switzerland,2021-03-13,Pfizer/BioNTech,581542
Switzerland,2021-03-14,Johnson&Johnson,2
Switzerland,2021-03-14,Moderna,542049
Switzerland,2021-03-14,Pfizer/BioNTech,582400
Switzerland,2021-03-15,Johnson&Johnson,2
Switzerland,2021-03-15,Moderna,551854
Switzerland,2021-03-15,Pfizer/BioNTech,593717
Switzerland,2021-03-16,Johnson&Johnson,2
Switzerland,2021-03-16,Moderna,564245
Switzerland,2021-03-16,Pfizer/BioNTech,610102
Switzerland,2021-03-17,Johnson&Johnson,2
Switzerland,2021-03-17,Moderna,577790
Switzerland,2021-03-17,Pfizer/BioNTech,628054
Switzerland,2021-03-18,Johnson&Johnson,2
Switzerland,2021-03-18,Moderna,592398
Switzerland,2021-03-18,Pfizer/BioNTech,646745
Switzerland,2021-03-19,Johnson&Johnson,2
Switzerland,2021-03-19,Moderna,604850
Switzerland,2021-03-19,Pfizer/BioNTech,662140
Switzerland,2021-03-20,Johnson&Johnson,2
Switzerland,2021-03-20,Moderna,608091
Switzerland,2021-03-20,Pfizer/BioNTech,665101
Switzerland,2021-03-21,Johnson&Johnson,2
Switzerland,2021-03-21,Moderna,608224
Switzerland,2021-03-21,Pfizer/BioNTech,666310
Switzerland,2021-03-22,Johnson&Johnson,2
Switzerland,2021-03-22,Moderna,619530
Switzerland,2021-03-22,Pfizer/BioNTech,679899
Switzerland,2021-03-23,Johnson&Johnson,2
Switzerland,2021-03-23,Moderna,635931
Switzerland,2021-03-23,Pfizer/BioNTech,695949
Switzerland,2021-03-24,Johnson&Johnson,2
Switzerland,2021-03-24,Moderna,654782
Switzerland,2021-03-24,Pfizer/BioNTech,712270
Switzerland,2021-03-25,Johnson&Johnson,2
Switzerland,2021-03-25,Moderna,679279
Switzerland,2021-03-25,Pfizer/BioNTech,726856
Switzerland,2021-03-26,Johnson&Johnson,2
Switzerland,2021-03-26,Moderna,700321
Switzerland,2021-03-26,Pfizer/BioNTech,741992
Switzerland,2021-03-27,Johnson&Johnson,2
Switzerland,2021-03-27,Moderna,706867
Switzerland,2021-03-27,Pfizer/BioNTech,745516
Switzerland,2021-03-28,Johnson&Johnson,2
Switzerland,2021-03-28,Moderna,708151
Switzerland,2021-03-28,Pfizer/BioNTech,747819
Switzerland,2021-03-29,Johnson&Johnson,2
Switzerland,2021-03-29,Moderna,728415
Switzerland,2021-03-29,Pfizer/BioNTech,760786
Switzerland,2021-03-30,Johnson&Johnson,2
Switzerland,2021-03-30,Moderna,753945
Switzerland,2021-03-30,Pfizer/BioNTech,776900
Switzerland,2021-03-31,Johnson&Johnson,2
Switzerland,2021-03-31,Moderna,775958
Switzerland,2021-03-31,Pfizer/BioNTech,793670
Switzerland,2021-04-01,Johnson&Johnson,2
Switzerland,2021-04-01,Moderna,799245
Switzerland,2021-04-01,Pfizer/BioNTech,812012
Switzerland,2021-04-02,Johnson&Johnson,2
Switzerland,2021-04-02,Moderna,804528
Switzerland,2021-04-02,Pfizer/BioNTech,817184
Switzerland,2021-04-03,Johnson&Johnson,2
Switzerland,2021-04-03,Moderna,806498
Switzerland,2021-04-03,Pfizer/BioNTech,821647
Switzerland,2021-04-04,Johnson&Johnson,2
Switzerland,2021-04-04,Moderna,807121
Switzerland,2021-04-04,Pfizer/BioNTech,822766
Switzerland,2021-04-05,Johnson&Johnson,2
Switzerland,2021-04-05,Moderna,809215
Switzerland,2021-04-05,Pfizer/BioNTech,826569
Switzerland,2021-04-06,Johnson&Johnson,2
Switzerland,2021-04-06,Moderna,826419
Switzerland,2021-04-06,Pfizer/BioNTech,847717
Switzerland,2021-04-07,Johnson&Johnson,2
Switzerland,2021-04-07,Moderna,846567
Switzerland,2021-04-07,Pfizer/BioNTech,874121
Switzerland,2021-04-08,Johnson&Johnson,3
Switzerland,2021-04-08,Moderna,871048
Switzerland,2021-04-08,Pfizer/BioNTech,901792
Switzerland,2021-04-09,Johnson&Johnson,3
Switzerland,2021-04-09,Moderna,895930
Switzerland,2021-04-09,Pfizer/BioNTech,924764
Switzerland,2021-04-10,Johnson&Johnson,3
Switzerland,2021-04-10,Moderna,904769
Switzerland,2021-04-10,Pfizer/BioNTech,930555
Switzerland,2021-04-11,Johnson&Johnson,3
Switzerland,2021-04-11,Moderna,906598
Switzerland,2021-04-11,Pfizer/BioNTech,932845
Switzerland,2021-04-12,Johnson&Johnson,3
Switzerland,2021-04-12,Moderna,923789
Switzerland,2021-04-12,Pfizer/BioNTech,960063
Switzerland,2021-04-13,Johnson&Johnson,3
Switzerland,2021-04-13,Moderna,946489
Switzerland,2021-04-13,Pfizer/BioNTech,991648
Switzerland,2021-04-14,Johnson&Johnson,3
Switzerland,2021-04-14,Moderna,970639
Switzerland,2021-04-14,Pfizer/BioNTech,1024363
Switzerland,2021-04-15,Johnson&Johnson,3
Switzerland,2021-04-15,Moderna,998186
Switzerland,2021-04-15,Pfizer/BioNTech,1055106
Switzerland,2021-04-16,Johnson&Johnson,3
Switzerland,2021-04-16,Moderna,1024677
Switzerland,2021-04-16,Pfizer/BioNTech,1083245
Switzerland,2021-04-17,Johnson&Johnson,3
Switzerland,2021-04-17,Moderna,1035512
Switzerland,2021-04-17,Pfizer/BioNTech,1090416
Switzerland,2021-04-18,Johnson&Johnson,3
Switzerland,2021-04-18,Moderna,1037187
Switzerland,2021-04-18,Pfizer/BioNTech,1095124
Switzerland,2021-04-19,Johnson&Johnson,3
Switzerland,2021-04-19,Moderna,1057168
Switzerland,2021-04-19,Pfizer/BioNTech,1126854
Switzerland,2021-04-20,Johnson&Johnson,3
Switzerland,2021-04-20,Moderna,1086235
Switzerland,2021-04-20,Pfizer/BioNTech,1161973
Switzerland,2021-04-21,Johnson&Johnson,3
Switzerland,2021-04-21,Moderna,1118796
Switzerland,2021-04-21,Pfizer/BioNTech,1197038
Switzerland,2021-04-22,Johnson&Johnson,4
Switzerland,2021-04-22,Moderna,1160428
Switzerland,2021-04-22,Pfizer/BioNTech,1230106
Switzerland,2021-04-23,Johnson&Johnson,4
Switzerland,2021-04-23,Moderna,1195027
Switzerland,2021-04-23,Pfizer/BioNTech,1261973
Switzerland,2021-04-24,Johnson&Johnson,4
Switzerland,2021-04-24,Moderna,1212970
Switzerland,2021-04-24,Pfizer/BioNTech,1271372
Switzerland,2021-04-25,Johnson&Johnson,4
Switzerland,2021-04-25,Moderna,1218596
Switzerland,2021-04-25,Pfizer/BioNTech,1277802
Switzerland,2021-04-26,Johnson&Johnson,4
Switzerland,2021-04-26,Moderna,1248136
Switzerland,2021-04-26,Pfizer/BioNTech,1305221
Switzerland,2021-04-27,Johnson&Johnson,4
Switzerland,2021-04-27,Moderna,1288990
Switzerland,2021-04-27,Pfizer/BioNTech,1338812
Switzerland,2021-04-28,Johnson&Johnson,4
Switzerland,2021-04-28,Moderna,1327652
Switzerland,2021-04-28,Pfizer/BioNTech,1373791
Switzerland,2021-04-29,Johnson&Johnson,4
Switzerland,2021-04-29,Moderna,1368465
Switzerland,2021-04-29,Pfizer/BioNTech,1406012
Switzerland,2021-04-30,Johnson&Johnson,4
Switzerland,2021-04-30,Moderna,1404469
Switzerland,2021-04-30,Pfizer/BioNTech,1434652
Switzerland,2021-05-01,Johnson&Johnson,4
Switzerland,2021-05-01,Moderna,1421878
Switzerland,2021-05-01,Pfizer/BioNTech,1447359
Switzerland,2021-05-02,Johnson&Johnson,4
Switzerland,2021-05-02,Moderna,1428184
Switzerland,2021-05-02,Pfizer/BioNTech,1453706
Switzerland,2021-05-03,Johnson&Johnson,4
Switzerland,2021-05-03,Moderna,1456548
Switzerland,2021-05-03,Pfizer/BioNTech,1486121
Switzerland,2021-05-04,Johnson&Johnson,4
Switzerland,2021-05-04,Moderna,1496374
Switzerland,2021-05-04,Pfizer/BioNTech,1522709
Switzerland,2021-05-05,Johnson&Johnson,4
Switzerland,2021-05-05,Moderna,1541435
Switzerland,2021-05-05,Pfizer/BioNTech,1556740
Switzerland,2021-05-06,Johnson&Johnson,5
Switzerland,2021-05-06,Moderna,1596920
Switzerland,2021-05-06,Pfizer/BioNTech,1592224
Switzerland,2021-05-07,Johnson&Johnson,5
Switzerland,2021-05-07,Moderna,1653706
Switzerland,2021-05-07,Pfizer/BioNTech,1621759
Switzerland,2021-05-08,Johnson&Johnson,5
Switzerland,2021-05-08,Moderna,1679557
Switzerland,2021-05-08,Pfizer/BioNTech,1636530
Switzerland,2021-05-09,Johnson&Johnson,5
Switzerland,2021-05-09,Moderna,1689975
Switzerland,2021-05-09,Pfizer/BioNTech,1642219
Switzerland,2021-05-10,Johnson&Johnson,5
Switzerland,2021-05-10,Moderna,1738321
Switzerland,2021-05-10,Pfizer/BioNTech,1675095
Switzerland,2021-05-11,Johnson&Johnson,5
Switzerland,2021-05-11,Moderna,1796856
Switzerland,2021-05-11,Pfizer/BioNTech,1712994
Switzerland,2021-05-12,Johnson&Johnson,5
Switzerland,2021-05-12,Moderna,1857677
Switzerland,2021-05-12,Pfizer/BioNTech,1750407
Switzerland,2021-05-13,Johnson&Johnson,5
Switzerland,2021-05-13,Moderna,1886361
Switzerland,2021-05-13,Pfizer/BioNTech,1767755
Switzerland,2021-05-14,Johnson&Johnson,5
Switzerland,2021-05-14,Moderna,1938806
Switzerland,2021-05-14,Pfizer/BioNTech,1797303
Switzerland,2021-05-15,Johnson&Johnson,5
Switzerland,2021-05-15,Moderna,1968270
Switzerland,2021-05-15,Pfizer/BioNTech,1811995
Switzerland,2021-05-16,Johnson&Johnson,5
Switzerland,2021-05-16,Moderna,1979897
Switzerland,2021-05-16,Pfizer/BioNTech,1819395
Switzerland,2021-05-17,Johnson&Johnson,5
Switzerland,2021-05-17,Moderna,2031312
Switzerland,2021-05-17,Pfizer/BioNTech,1852854
Switzerland,2021-05-18,Johnson&Johnson,5
Switzerland,2021-05-18,Moderna,2095002
Switzerland,2021-05-18,Pfizer/BioNTech,1890245
Switzerland,2021-05-19,Johnson&Johnson,5
Switzerland,2021-05-19,Moderna,2163369
Switzerland,2021-05-19,Pfizer/BioNTech,1924836
Switzerland,2021-05-20,Johnson&Johnson,5
Switzerland,2021-05-20,Moderna,2239117
Switzerland,2021-05-20,Pfizer/BioNTech,1959368
Switzerland,2021-05-21,Johnson&Johnson,6
Switzerland,2021-05-21,Moderna,2307808
Switzerland,2021-05-21,Pfizer/BioNTech,1993335
Switzerland,2021-05-22,Johnson&Johnson,7
Switzerland,2021-05-22,Moderna,2341680
Switzerland,2021-05-22,Pfizer/BioNTech,2007178
Switzerland,2021-05-23,Johnson&Johnson,7
Switzerland,2021-05-23,Moderna,2355674
Switzerland,2021-05-23,Pfizer/BioNTech,2011927
Switzerland,2021-05-24,Johnson&Johnson,7
Switzerland,2021-05-24,Moderna,2389948
Switzerland,2021-05-24,Pfizer/BioNTech,2028277
Switzerland,2021-05-25,Johnson&Johnson,7
Switzerland,2021-05-25,Moderna,2456263
Switzerland,2021-05-25,Pfizer/BioNTech,2064210
Switzerland,2021-05-26,Johnson&Johnson,7
Switzerland,2021-05-26,Moderna,2527750
Switzerland,2021-05-26,Pfizer/BioNTech,2100386
Switzerland,2021-05-27,Johnson&Johnson,7
Switzerland,2021-05-27,Moderna,2604094
Switzerland,2021-05-27,Pfizer/BioNTech,2132782
Switzerland,2021-05-28,Johnson&Johnson,8
Switzerland,2021-05-28,Moderna,2676932
Switzerland,2021-05-28,Pfizer/BioNTech,2166010
Switzerland,2021-05-29,Johnson&Johnson,9
Switzerland,2021-05-29,Moderna,2715562
Switzerland,2021-05-29,Pfizer/BioNTech,2182012
Switzerland,2021-05-30,Johnson&Johnson,9
Switzerland,2021-05-30,Moderna,2731157
Switzerland,2021-05-30,Pfizer/BioNTech,2191091
Switzerland,2021-05-31,Johnson&Johnson,9
Switzerland,2021-05-31,Moderna,2790979
Switzerland,2021-05-31,Pfizer/BioNTech,2225231
Switzerland,2021-06-01,Johnson&Johnson,9
Switzerland,2021-06-01,Moderna,2864526
Switzerland,2021-06-01,Pfizer/BioNTech,2260817
Switzerland,2021-06-02,Johnson&Johnson,9
Switzerland,2021-06-02,Moderna,2946716
Switzerland,2021-06-02,Pfizer/BioNTech,2291766
Switzerland,2021-06-03,Johnson&Johnson,10
Switzerland,2021-06-03,Moderna,3026174
Switzerland,2021-06-03,Pfizer/BioNTech,2316239
Switzerland,2021-06-04,Johnson&Johnson,10
Switzerland,2021-06-04,Moderna,3112507
Switzerland,2021-06-04,Pfizer/BioNTech,2341601
Switzerland,2021-06-05,Johnson&Johnson,10
Switzerland,2021-06-05,Moderna,3168309
Switzerland,2021-06-05,Pfizer/BioNTech,2359574
Switzerland,2021-06-06,Johnson&Johnson,10
Switzerland,2021-06-06,Moderna,3188484
Switzerland,2021-06-06,Pfizer/BioNTech,2367135
Switzerland,2021-06-07,Johnson&Johnson,10
Switzerland,2021-06-07,Moderna,3267367
Switzerland,2021-06-07,Pfizer/BioNTech,2390640
Switzerland,2021-06-08,Johnson&Johnson,10
Switzerland,2021-06-08,Moderna,3355498
Switzerland,2021-06-08,Pfizer/BioNTech,2415409
Switzerland,2021-06-09,Johnson&Johnson,10
Switzerland,2021-06-09,Moderna,3444672
Switzerland,2021-06-09,Pfizer/BioNTech,2439881
Switzerland,2021-06-10,Johnson&Johnson,11
Switzerland,2021-06-10,Moderna,3528984
Switzerland,2021-06-10,Pfizer/BioNTech,2461897
Switzerland,2021-06-11,Johnson&Johnson,11
Switzerland,2021-06-11,Moderna,3612783
Switzerland,2021-06-11,Pfizer/BioNTech,2487149
Switzerland,2021-06-12,Johnson&Johnson,11
Switzerland,2021-06-12,Moderna,3666507
Switzerland,2021-06-12,Pfizer/BioNTech,2504756
Switzerland,2021-06-13,Johnson&Johnson,12
Switzerland,2021-06-13,Moderna,3685831
Switzerland,2021-06-13,Pfizer/BioNTech,2512248
Switzerland,2021-06-14,Johnson&Johnson,12
Switzerland,2021-06-14,Moderna,3762431
Switzerland,2021-06-14,Pfizer/BioNTech,2533986
Switzerland,2021-06-15,Johnson&Johnson,12
Switzerland,2021-06-15,Moderna,3846391
Switzerland,2021-06-15,Pfizer/BioNTech,2554871
Switzerland,2021-06-16,Johnson&Johnson,12
Switzerland,2021-06-16,Moderna,3931806
Switzerland,2021-06-16,Pfizer/BioNTech,2573295
Switzerland,2021-06-17,Johnson&Johnson,12
Switzerland,2021-06-17,Moderna,4020320
Switzerland,2021-06-17,Pfizer/BioNTech,2591823
Switzerland,2021-06-18,Johnson&Johnson,12
Switzerland,2021-06-18,Moderna,4103455
Switzerland,2021-06-18,Pfizer/BioNTech,2611763
Switzerland,2021-06-19,Johnson&Johnson,12
Switzerland,2021-06-19,Moderna,4151231
Switzerland,2021-06-19,Pfizer/BioNTech,2627308
Switzerland,2021-06-20,Johnson&Johnson,12
Switzerland,2021-06-20,Moderna,4167248
Switzerland,2021-06-20,Pfizer/BioNTech,2632144
Switzerland,2021-06-21,Johnson&Johnson,12
Switzerland,2021-06-21,Moderna,4238628
Switzerland,2021-06-21,Pfizer/BioNTech,2649135
Switzerland,2021-06-22,Johnson&Johnson,12
Switzerland,2021-06-22,Moderna,4315560
Switzerland,2021-06-22,Pfizer/BioNTech,2665066
Switzerland,2021-06-23,Johnson&Johnson,12
Switzerland,2021-06-23,Moderna,4391142
Switzerland,2021-06-23,Pfizer/BioNTech,2679815
Switzerland,2021-06-24,Johnson&Johnson,12
Switzerland,2021-06-24,Moderna,4465064
Switzerland,2021-06-24,Pfizer/BioNTech,2694729
Switzerland,2021-06-25,Johnson&Johnson,12
Switzerland,2021-06-25,Moderna,4535908
Switzerland,2021-06-25,Pfizer/BioNTech,2711844
Switzerland,2021-06-26,Johnson&Johnson,12
Switzerland,2021-06-26,Moderna,4577087
Switzerland,2021-06-26,Pfizer/BioNTech,2721992
Switzerland,2021-06-27,Johnson&Johnson,12
Switzerland,2021-06-27,Moderna,4590855
Switzerland,2021-06-27,Pfizer/BioNTech,2726769
Switzerland,2021-06-28,Johnson&Johnson,12
Switzerland,2021-06-28,Moderna,4653505
Switzerland,2021-06-28,Pfizer/BioNTech,2739146
Switzerland,2021-06-29,Johnson&Johnson,12
Switzerland,2021-06-29,Moderna,4718929
Switzerland,2021-06-29,Pfizer/BioNTech,2753373
Switzerland,2021-06-30,Johnson&Johnson,12
Switzerland,2021-06-30,Moderna,4788213
Switzerland,2021-06-30,Pfizer/BioNTech,2767361
Switzerland,2021-07-01,Johnson&Johnson,12
Switzerland,2021-07-01,Moderna,4849267
Switzerland,2021-07-01,Pfizer/BioNTech,2779333
Switzerland,2021-07-02,Johnson&Johnson,12
Switzerland,2021-07-02,Moderna,4912943
Switzerland,2021-07-02,Pfizer/BioNTech,2790059
Switzerland,2021-07-03,Johnson&Johnson,12
Switzerland,2021-07-03,Moderna,4952773
Switzerland,2021-07-03,Pfizer/BioNTech,2797755
Switzerland,2021-07-04,Johnson&Johnson,12
Switzerland,2021-07-04,Moderna,4964613
Switzerland,2021-07-04,Pfizer/BioNTech,2800865
Switzerland,2021-07-05,Johnson&Johnson,12
Switzerland,2021-07-05,Moderna,5023858
Switzerland,2021-07-05,Pfizer/BioNTech,2813391
Switzerland,2021-07-06,Johnson&Johnson,12
Switzerland,2021-07-06,Moderna,5085711
Switzerland,2021-07-06,Pfizer/BioNTech,2825020
Switzerland,2021-07-07,Johnson&Johnson,12
Switzerland,2021-07-07,Moderna,5144352
Switzerland,2021-07-07,Pfizer/BioNTech,2837089
Switzerland,2021-07-08,Johnson&Johnson,12
Switzerland,2021-07-08,Moderna,5204168
Switzerland,2021-07-08,Pfizer/BioNTech,2849053
Switzerland,2021-07-09,Johnson&Johnson,12
Switzerland,2021-07-09,Moderna,5261300
Switzerland,2021-07-09,Pfizer/BioNTech,2862798
Switzerland,2021-07-10,Johnson&Johnson,12
Switzerland,2021-07-10,Moderna,5294160
Switzerland,2021-07-10,Pfizer/BioNTech,2872149
Switzerland,2021-07-11,Johnson&Johnson,12
Switzerland,2021-07-11,Moderna,5303584
Switzerland,2021-07-11,Pfizer/BioNTech,2874440
Switzerland,2021-07-12,Johnson&Johnson,12
Switzerland,2021-07-12,Moderna,5358638
Switzerland,2021-07-12,Pfizer/BioNTech,2889065
Switzerland,2021-07-13,Johnson&Johnson,12
Switzerland,2021-07-13,Moderna,5414635
Switzerland,2021-07-13,Pfizer/BioNTech,2902186
Switzerland,2021-07-14,Johnson&Johnson,12
Switzerland,2021-07-14,Moderna,5464439
Switzerland,2021-07-14,Pfizer/BioNTech,2914576
Switzerland,2021-07-15,Johnson&Johnson,12
Switzerland,2021-07-15,Moderna,5515311
Switzerland,2021-07-15,Pfizer/BioNTech,2924969
Switzerland,2021-07-16,Johnson&Johnson,12
Switzerland,2021-07-16,Moderna,5565070
Switzerland,2021-07-16,Pfizer/BioNTech,2936048
Switzerland,2021-07-17,Johnson&Johnson,12
Switzerland,2021-07-17,Moderna,5590898
Switzerland,2021-07-17,Pfizer/BioNTech,2943465
Switzerland,2021-07-18,Johnson&Johnson,12
Switzerland,2021-07-18,Moderna,5597373
Switzerland,2021-07-18,Pfizer/BioNTech,2944868
Switzerland,2021-07-19,Johnson&Johnson,12
Switzerland,2021-07-19,Moderna,5647351
Switzerland,2021-07-19,Pfizer/BioNTech,2959087
Switzerland,2021-07-20,Johnson&Johnson,12
Switzerland,2021-07-20,Moderna,5692535
Switzerland,2021-07-20,Pfizer/BioNTech,2969749
Switzerland,2021-07-21,Johnson&Johnson,12
Switzerland,2021-07-21,Moderna,5732914
Switzerland,2021-07-21,Pfizer/BioNTech,2979200
Switzerland,2021-07-22,Johnson&Johnson,12
Switzerland,2021-07-22,Moderna,5768910
Switzerland,2021-07-22,Pfizer/BioNTech,2988440
Switzerland,2021-07-23,Johnson&Johnson,12
Switzerland,2021-07-23,Moderna,5807105
Switzerland,2021-07-23,Pfizer/BioNTech,2998910
Switzerland,2021-07-24,Johnson&Johnson,12
Switzerland,2021-07-24,Moderna,5827114
Switzerland,2021-07-24,Pfizer/BioNTech,3004559
Switzerland,2021-07-25,Johnson&Johnson,12
Switzerland,2021-07-25,Moderna,5831157
Switzerland,2021-07-25,Pfizer/BioNTech,3005423
Switzerland,2021-07-26,Johnson&Johnson,12
Switzerland,2021-07-26,Moderna,5864807
Switzerland,2021-07-26,Pfizer/BioNTech,3014899
Switzerland,2021-07-27,Johnson&Johnson,12
Switzerland,2021-07-27,Moderna,5892768
Switzerland,2021-07-27,Pfizer/BioNTech,3022902
Switzerland,2021-07-28,Johnson&Johnson,12
Switzerland,2021-07-28,Moderna,5916072
Switzerland,2021-07-28,Pfizer/BioNTech,3031680
Switzerland,2021-07-29,Johnson&Johnson,12
Switzerland,2021-07-29,Moderna,5939398
Switzerland,2021-07-29,Pfizer/BioNTech,3039418
Switzerland,2021-07-30,Johnson&Johnson,12
Switzerland,2021-07-30,Moderna,5963031
Switzerland,2021-07-30,Pfizer/BioNTech,3048048
Switzerland,2021-07-31,Johnson&Johnson,12
Switzerland,2021-07-31,Moderna,5970860
Switzerland,2021-07-31,Pfizer/BioNTech,3051656
Switzerland,2021-08-01,Johnson&Johnson,12
Switzerland,2021-08-01,Moderna,5971321
Switzerland,2021-08-01,Pfizer/BioNTech,3052670
Switzerland,2021-08-02,Johnson&Johnson,12
Switzerland,2021-08-02,Moderna,5985477
Switzerland,2021-08-02,Pfizer/BioNTech,3060520
Switzerland,2021-08-03,Johnson&Johnson,12
Switzerland,2021-08-03,Moderna,6005804
Switzerland,2021-08-03,Pfizer/BioNTech,3067121
Switzerland,2021-08-04,Johnson&Johnson,12
Switzerland,2021-08-04,Moderna,6021989
Switzerland,2021-08-04,Pfizer/BioNTech,3075189
Switzerland,2021-08-05,Johnson&Johnson,12
Switzerland,2021-08-05,Moderna,6039965
Switzerland,2021-08-05,Pfizer/BioNTech,3082673
Switzerland,2021-08-06,Johnson&Johnson,12
Switzerland,2021-08-06,Moderna,6060403
Switzerland,2021-08-06,Pfizer/BioNTech,3090491
Switzerland,2021-08-07,Johnson&Johnson,12
Switzerland,2021-08-07,Moderna,6065942
Switzerland,2021-08-07,Pfizer/BioNTech,3094222
Switzerland,2021-08-08,Johnson&Johnson,13
Switzerland,2021-08-08,Moderna,6066279
Switzerland,2021-08-08,Pfizer/BioNTech,3094711
Switzerland,2021-08-09,Johnson&Johnson,13
Switzerland,2021-08-09,Moderna,6080927
Switzerland,2021-08-09,Pfizer/BioNTech,3102095
Switzerland,2021-08-10,Johnson&Johnson,13
Switzerland,2021-08-10,Moderna,6096662
Switzerland,2021-08-10,Pfizer/BioNTech,3109049
Switzerland,2021-08-11,Johnson&Johnson,13
Switzerland,2021-08-11,Moderna,6111104
Switzerland,2021-08-11,Pfizer/BioNTech,3118598
Switzerland,2021-08-12,Johnson&Johnson,13
Switzerland,2021-08-12,Moderna,6129085
Switzerland,2021-08-12,Pfizer/BioNTech,3126698
Switzerland,2021-08-13,Johnson&Johnson,13
Switzerland,2021-08-13,Moderna,6149029
Switzerland,2021-08-13,Pfizer/BioNTech,3134685
Switzerland,2021-08-14,Johnson&Johnson,13
Switzerland,2021-08-14,Moderna,6155444
Switzerland,2021-08-14,Pfizer/BioNTech,3138760
Switzerland,2021-08-15,Johnson&Johnson,13
Switzerland,2021-08-15,Moderna,6155733
Switzerland,2021-08-15,Pfizer/BioNTech,3139055
Switzerland,2021-08-16,Johnson&Johnson,13
Switzerland,2021-08-16,Moderna,6169736
Switzerland,2021-08-16,Pfizer/BioNTech,3146804
Switzerland,2021-08-17,Johnson&Johnson,13
Switzerland,2021-08-17,Moderna,6184916
Switzerland,2021-08-17,Pfizer/BioNTech,3155299
Switzerland,2021-08-18,Johnson&Johnson,13
Switzerland,2021-08-18,Moderna,6201062
Switzerland,2021-08-18,Pfizer/BioNTech,3165969
Switzerland,2021-08-19,Johnson&Johnson,13
Switzerland,2021-08-19,Moderna,6218892
Switzerland,2021-08-19,Pfizer/BioNTech,3174224
Switzerland,2021-08-20,Johnson&Johnson,13
Switzerland,2021-08-20,Moderna,6241368
Switzerland,2021-08-20,Pfizer/BioNTech,3183858
Switzerland,2021-08-21,Johnson&Johnson,13
Switzerland,2021-08-21,Moderna,6248270
Switzerland,2021-08-21,Pfizer/BioNTech,3189005
Switzerland,2021-08-22,Johnson&Johnson,13
Switzerland,2021-08-22,Moderna,6248674
Switzerland,2021-08-22,Pfizer/BioNTech,3189487
Switzerland,2021-08-23,Johnson&Johnson,13
Switzerland,2021-08-23,Moderna,6262916
Switzerland,2021-08-23,Pfizer/BioNTech,3197841
Switzerland,2021-08-24,Johnson&Johnson,13
Switzerland,2021-08-24,Moderna,6278655
Switzerland,2021-08-24,Pfizer/BioNTech,3206797
Switzerland,2021-08-25,Johnson&Johnson,13
Switzerland,2021-08-25,Moderna,6294530
Switzerland,2021-08-25,Pfizer/BioNTech,3219924
Switzerland,2021-08-26,Johnson&Johnson,13
Switzerland,2021-08-26,Moderna,6314812
Switzerland,2021-08-26,Pfizer/BioNTech,3229034
Switzerland,2021-08-27,Johnson&Johnson,13
Switzerland,2021-08-27,Moderna,6340191
Switzerland,2021-08-27,Pfizer/BioNTech,3238375
Switzerland,2021-08-28,Johnson&Johnson,13
Switzerland,2021-08-28,Moderna,6349996
